rule,param,live,demo,n_stop,elapsed_s,time_saved_s,dev_pos_mm,dev_rot_deg,abs_pos_mm,abs_rot_deg,failed
time,3.0,pick_up_mug_004,pick_up_mug_003,444,3.0029,0.0,0.0,0.0,523.0021,54.4176,0
time,3.0,pick_up_mug_004,pick_up_mug_005,274,3.0042,0.0,0.0,0.0,371.0179,35.7902,0
time,3.0,pick_up_mug_004,pick_up_mug_006,245,3.0031,0.0,0.0,0.0,746.4153,82.5348,0
time,3.0,pick_up_mug_004,pick_up_mug_007,423,3.0037,0.0,0.0,0.0,1027.1902,120.3541,0
time,3.0,pick_up_mug_004,pick_up_mug_008,226,3.0101,0.0,0.0,0.0,1052.6756,125.6478,0
time,3.0,pick_up_mug_005,pick_up_mug_001,197,3.0006,0.0,0.0,0.0,1063.3568,144.3713,0
time,3.0,pick_up_mug_005,pick_up_mug_002,315,3.0007,0.0,0.0,0.0,812.7315,93.9982,0
time,3.0,pick_up_mug_005,pick_up_mug_003,322,3.0078,0.0,0.0,0.0,765.6811,86.6219,0
time,3.0,pick_up_mug_005,pick_up_mug_004,418,3.0128,0.0,0.0,0.0,351.2838,35.2837,0
time,3.0,pick_up_mug_005,pick_up_mug_006,229,3.0076,0.0,0.0,0.0,944.553,119.533,0
time,3.0,pick_up_mug_005,pick_up_mug_007,326,3.002,0.0,0.0,0.0,1095.277,148.8504,0
time,3.0,pick_up_mug_005,pick_up_mug_008,214,3.0072,0.0,0.0,0.0,1106.0124,151.6897,0
time,3.0,pick_up_mug_006,pick_up_mug_001,205,3.0006,0.0,0.0,0.0,538.817,56.6872,0
time,3.0,pick_up_mug_006,pick_up_mug_002,330,3.0038,0.0,0.0,0.0,68.8563,4.9759,0
time,3.0,pick_up_mug_006,pick_up_mug_003,302,3.0133,0.0,0.0,0.0,112.4977,11.7321,0
time,3.0,pick_up_mug_006,pick_up_mug_004,322,3.004,0.0,0.0,0.0,611.77,71.0408,0
time,3.0,pick_up_mug_006,pick_up_mug_005,231,3.0082,0.0,0.0,0.0,866.5167,107.799,0
time,3.0,pick_up_mug_006,pick_up_mug_007,359,3.0085,0.0,0.0,0.0,567.7832,61.1442,0
time,3.0,pick_up_mug_006,pick_up_mug_008,177,3.0014,0.0,0.0,0.0,637.7636,70.9187,0
time,3.0,pick_up_mug_007,pick_up_mug_001,183,3.007,0.0,0.0,0.0,36.9284,3.948,0
time,3.0,pick_up_mug_007,pick_up_mug_002,362,3.0018,0.0,0.0,0.0,527.539,53.896,0
time,3.0,pick_up_mug_007,pick_up_mug_003,399,3.0001,0.0,0.0,0.0,613.6117,66.6443,0
time,3.0,pick_up_mug_007,pick_up_mug_004,451,3.0001,0.0,0.0,0.0,960.5573,119.9679,0
time,3.0,pick_up_mug_007,pick_up_mug_005,233,3.0135,0.0,0.0,0.0,1095.0313,160.6024,0
time,3.0,pick_up_mug_007,pick_up_mug_006,350,3.0008,0.0,0.0,0.0,529.416,58.1882,0
time,3.0,pick_up_mug_007,pick_up_mug_008,255,3.0001,0.0,0.0,0.0,289.2235,32.4053,0
time,3.0,pick_up_mug_008,pick_up_mug_001,280,3.0067,0.0,0.0,0.0,182.5065,12.627,0
time,3.0,pick_up_mug_008,pick_up_mug_002,345,3.0031,0.0,0.0,0.0,626.9477,62.2225,0
time,3.0,pick_up_mug_008,pick_up_mug_003,342,3.0051,0.0,0.0,0.0,715.7155,74.9049,0
time,3.0,pick_up_mug_008,pick_up_mug_004,339,3.0011,0.0,0.0,0.0,1080.0128,131.6659,0
time,3.0,pick_up_mug_008,pick_up_mug_005,249,3.0064,0.0,0.0,0.0,1183.8234,167.681,0
time,3.0,pick_up_mug_008,pick_up_mug_006,265,3.0152,0.0,0.0,0.0,584.525,61.6764,0
time,3.0,pick_up_mug_008,pick_up_mug_007,311,3.002,0.0,0.0,0.0,178.1164,18.9693,0
count,5,pick_up_mug_001,pick_up_mug_002,5,0.037,2.9731,51.9136,6.1829,243.5596,25.6637,0
count,5,pick_up_mug_001,pick_up_mug_003,5,0.0412,2.969,39.2335,4.6438,319.3041,38.3037,0
count,5,pick_up_mug_001,pick_up_mug_004,5,0.0354,2.9697,45.2112,5.341,663.2485,91.4922,0
count,5,pick_up_mug_001,pick_up_mug_005,5,0.065,2.9425,28.6116,3.418,818.0832,124.6997,0
count,5,pick_up_mug_001,pick_up_mug_006,5,0.0454,2.9648,74.3814,8.8756,279.8531,34.0433,0
count,5,pick_up_mug_001,pick_up_mug_007,5,0.0445,2.957,1.1364,0.1327,218.1788,28.8713,0
count,5,pick_up_mug_001,pick_up_mug_008,5,0.0775,2.9231,8.2478,0.9896,187.5409,20.2187,0
count,5,pick_up_mug_002,pick_up_mug_001,5,0.076,2.9271,18.6403,1.7455,596.8584,55.3831,0
count,5,pick_up_mug_002,pick_up_mug_003,5,0.0312,2.9705,0.0,0.0,114.7661,12.63,0
count,5,pick_up_mug_002,pick_up_mug_004,5,0.0311,2.9728,22.0673,2.0079,627.6773,65.9112,0
count,5,pick_up_mug_002,pick_up_mug_005,5,0.0497,2.9514,20.713,1.9997,943.958,105.8586,0
count,5,pick_up_mug_002,pick_up_mug_006,5,0.0428,2.9601,56.7726,5.4042,104.5956,9.5978,0
count,5,pick_up_mug_002,pick_up_mug_007,5,0.0303,2.9719,3.0865,0.3019,570.3546,54.013,0
count,5,pick_up_mug_002,pick_up_mug_008,5,0.0647,2.9426,26.6571,2.5749,636.4442,62.3901,0
count,5,pick_up_mug_003,pick_up_mug_001,5,0.0763,2.9283,17.9902,1.6301,704.9152,67.9725,0
count,5,pick_up_mug_003,pick_up_mug_002,5,0.0305,2.9711,1.0965,0.0888,120.5198,12.8545,0
count,5,pick_up_mug_003,pick_up_mug_004,5,0.0325,2.9701,43.4007,3.9557,536.4489,53.2743,0
count,5,pick_up_mug_003,pick_up_mug_005,5,0.0542,2.9516,6.9448,0.6253,852.6833,88.8969,0
count,5,pick_up_mug_003,pick_up_mug_006,5,0.0489,2.9539,12.6729,1.168,180.8867,16.833,0
count,5,pick_up_mug_003,pick_up_mug_007,5,0.0387,2.9619,0.0123,0.0011,685.4062,66.8606,0
count,5,pick_up_mug_003,pick_up_mug_008,5,0.0669,2.9359,50.6817,4.6914,748.8171,75.1825,0
count,5,pick_up_mug_004,pick_up_mug_001,5,0.0775,2.9314,0.0,0.0,999.9678,117.419,0
count,5,pick_up_mug_004,pick_up_mug_002,5,0.0415,2.9624,9.452,0.8983,618.0385,65.9236,0
count,5,pick_up_mug_004,pick_up_mug_003,5,0.0441,2.9588,10.2316,0.9871,514.0551,53.4373,0
count,5,pick_up_mug_004,pick_up_mug_005,5,0.0607,2.9436,7.108,0.5785,374.0455,36.1118,0
count,5,pick_up_mug_004,pick_up_mug_006,5,0.0652,2.9378,9.9624,0.7565,741.6153,81.9455,0
count,5,pick_up_mug_004,pick_up_mug_007,5,0.04,2.9637,12.3697,1.1774,1033.0783,121.5134,0
count,5,pick_up_mug_004,pick_up_mug_008,5,0.0796,2.9305,29.7251,2.8755,1065.4701,128.5178,0
count,5,pick_up_mug_005,pick_up_mug_001,5,0.0795,2.921,1.0726,0.1021,1063.0342,144.2727,0
count,5,pick_up_mug_005,pick_up_mug_002,5,0.0513,2.9494,5.8187,0.6731,815.9954,94.52,0
count,5,pick_up_mug_005,pick_up_mug_003,5,0.051,2.9568,11.3681,1.1385,757.5396,85.4878,0
count,5,pick_up_mug_005,pick_up_mug_004,5,0.0356,2.9772,5.0264,0.5092,346.5379,34.7774,0
count,5,pick_up_mug_005,pick_up_mug_006,5,0.0596,2.948,0.8871,0.089,944.0912,119.4456,0
count,5,pick_up_mug_005,pick_up_mug_007,5,0.0475,2.9545,77.0121,7.8088,1113.0399,156.59,0
count,5,pick_up_mug_005,pick_up_mug_008,5,0.0699,2.9372,0.0348,0.0055,1106.0179,151.6918,0
count,5,pick_up_mug_006,pick_up_mug_001,5,0.0846,2.916,5.1046,0.5062,534.5761,56.2024,0
count,5,pick_up_mug_006,pick_up_mug_002,5,0.0478,2.956,52.3568,5.2069,99.9481,9.753,0
count,5,pick_up_mug_006,pick_up_mug_003,5,0.0525,2.9608,86.7647,8.5556,50.8486,3.197,0
count,5,pick_up_mug_006,pick_up_mug_004,5,0.0494,2.9546,9.0089,0.8163,606.1826,70.3269,0
count,5,pick_up_mug_006,pick_up_mug_005,5,0.0763,2.9319,23.0504,2.2922,879.2532,110.031,0
count,5,pick_up_mug_006,pick_up_mug_007,5,0.0568,2.9517,33.3781,3.0705,586.1857,63.3011,0
count,5,pick_up_mug_006,pick_up_mug_008,5,0.09,2.9114,433.479,62.4217,536.3215,60.6212,0
count,5,pick_up_mug_007,pick_up_mug_001,5,0.0901,2.9169,1.4036,0.1484,36.1867,4.0156,0
count,5,pick_up_mug_007,pick_up_mug_002,5,0.0536,2.9482,0.3787,0.0903,527.8624,53.9355,0
count,5,pick_up_mug_007,pick_up_mug_003,5,0.0528,2.9473,0.0811,0.0121,613.5755,66.6389,0
count,5,pick_up_mug_007,pick_up_mug_004,5,0.0501,2.95,4.6905,0.7845,959.9754,119.8431,0
count,5,pick_up_mug_007,pick_up_mug_005,5,0.0841,2.9294,4.72,0.4822,1095.8306,161.0704,0
count,5,pick_up_mug_007,pick_up_mug_006,5,0.0528,2.948,0.0,0.0,529.416,58.1882,0
count,5,pick_up_mug_007,pick_up_mug_008,5,0.0626,2.9374,48.3154,5.1091,244.399,27.4035,0
count,5,pick_up_mug_008,pick_up_mug_001,5,0.0641,2.9426,6.0026,0.5129,185.973,13.02,0
count,5,pick_up_mug_008,pick_up_mug_002,5,0.0526,2.9505,3.2211,0.3299,629.3627,62.4904,0
count,5,pick_up_mug_008,pick_up_mug_003,5,0.0506,2.9545,0.0,0.0,715.7155,74.9049,0
count,5,pick_up_mug_008,pick_up_mug_004,5,0.046,2.9551,32.2706,3.0386,1066.4161,128.64,0
count,5,pick_up_mug_008,pick_up_mug_005,5,0.062,2.9445,19.8234,1.9066,1186.2648,169.5773,0
count,5,pick_up_mug_008,pick_up_mug_006,5,0.0751,2.9401,31.0951,2.996,612.6467,64.6622,0
count,5,pick_up_mug_008,pick_up_mug_007,5,0.0415,2.9605,106.3125,10.5677,73.1916,8.6964,0
count,10,pick_up_mug_001,pick_up_mug_002,10,0.0775,2.9326,51.9169,6.1834,243.5562,25.6633,0
count,10,pick_up_mug_001,pick_up_mug_003,10,0.0832,2.927,39.2545,4.646,319.2892,38.3018,0
count,10,pick_up_mug_001,pick_up_mug_004,10,0.0734,2.9316,45.211,5.3409,663.2493,91.4922,0
count,10,pick_up_mug_001,pick_up_mug_005,10,0.1254,2.8821,23.7388,2.8367,820.2054,125.2762,0
count,10,pick_up_mug_001,pick_up_mug_006,10,0.1023,2.9079,74.3814,8.8756,279.8531,34.0433,0
count,10,pick_up_mug_001,pick_up_mug_007,10,0.0948,2.9067,1.1364,0.1327,218.1788,28.8713,0
count,10,pick_up_mug_001,pick_up_mug_008,10,0.1431,2.8575,2.4555,0.3054,182.5506,19.5352,0
count,10,pick_up_mug_002,pick_up_mug_001,10,0.1462,2.857,18.6403,1.7455,596.8584,55.3831,0
count,10,pick_up_mug_002,pick_up_mug_003,10,0.0646,2.9371,0.0,0.0,114.7661,12.63,0
count,10,pick_up_mug_002,pick_up_mug_004,10,0.0632,2.9407,22.1897,2.0184,627.5561,65.8986,0
count,10,pick_up_mug_002,pick_up_mug_005,10,0.1091,2.8919,20.713,1.9997,943.958,105.8586,0
count,10,pick_up_mug_002,pick_up_mug_006,10,0.0812,2.9217,45.8442,4.3592,95.4639,8.558,0
count,10,pick_up_mug_002,pick_up_mug_007,10,0.0618,2.9404,3.0865,0.3019,570.3546,54.013,0
count,10,pick_up_mug_002,pick_up_mug_008,10,0.1469,2.8604,26.6571,2.5749,636.4442,62.3901,0
count,10,pick_up_mug_003,pick_up_mug_001,10,0.15,2.8546,17.9902,1.6301,704.9152,67.9725,0
count,10,pick_up_mug_003,pick_up_mug_002,10,0.0607,2.941,1.0913,0.0886,120.5206,12.8546,0
count,10,pick_up_mug_003,pick_up_mug_004,10,0.0648,2.9377,43.4007,3.9557,536.4489,53.2743,0
count,10,pick_up_mug_003,pick_up_mug_005,10,0.1041,2.9018,6.9448,0.6253,852.6833,88.8969,0
count,10,pick_up_mug_003,pick_up_mug_006,10,0.0962,2.9066,12.6729,1.168,180.8867,16.833,0
count,10,pick_up_mug_003,pick_up_mug_007,10,0.0776,2.923,0.0123,0.0011,685.4062,66.8606,0
count,10,pick_up_mug_003,pick_up_mug_008,10,0.1432,2.8597,50.7382,4.6956,748.8606,75.1868,0
count,10,pick_up_mug_004,pick_up_mug_001,10,0.1415,2.8674,0.0,0.0,999.9678,117.419,0
count,10,pick_up_mug_004,pick_up_mug_002,10,0.0755,2.9285,0.9352,0.0898,623.695,66.6114,0
count,10,pick_up_mug_004,pick_up_mug_003,10,0.0796,2.9233,10.2316,0.9871,514.0551,53.4373,0
count,10,pick_up_mug_004,pick_up_mug_005,10,0.1212,2.883,0.0,0.0,371.0179,35.7902,0
count,10,pick_up_mug_004,pick_up_mug_006,10,0.1269,2.8762,10.4069,0.8141,741.0574,81.8781,0
count,10,pick_up_mug_004,pick_up_mug_007,10,0.0827,2.921,2.9239,0.2776,1028.5265,120.6179,0
count,10,pick_up_mug_004,pick_up_mug_008,10,0.1575,2.8526,29.7546,2.8775,1065.4819,128.5196,0
count,10,pick_up_mug_005,pick_up_mug_001,10,0.1561,2.8445,0.9449,0.0899,1063.0717,144.2843,0
count,10,pick_up_mug_005,pick_up_mug_002,10,0.099,2.9017,5.8187,0.6731,815.9954,94.52,0
count,10,pick_up_mug_005,pick_up_mug_003,10,0.1002,2.9076,11.3681,1.1385,757.5396,85.4878,0
count,10,pick_up_mug_005,pick_up_mug_004,10,0.0798,2.933,6.035,0.6101,345.5799,34.6759,0
count,10,pick_up_mug_005,pick_up_mug_006,10,0.1196,2.888,0.8871,0.089,944.0912,119.4456,0
count,10,pick_up_mug_005,pick_up_mug_007,10,0.1012,2.9008,49.8161,5.0826,1107.3421,153.8609,0
count,10,pick_up_mug_005,pick_up_mug_008,10,0.1489,2.8583,0.0348,0.0055,1106.0179,151.6918,0
count,10,pick_up_mug_006,pick_up_mug_001,10,0.1533,2.8473,5.1046,0.5062,534.5761,56.2024,0
count,10,pick_up_mug_006,pick_up_mug_002,10,0.0809,2.923,0.0,0.0,68.8563,4.9759,0
count,10,pick_up_mug_006,pick_up_mug_003,10,0.1009,2.9124,33.5289,3.3014,84.471,8.4406,0
count,10,pick_up_mug_006,pick_up_mug_004,10,0.1015,2.9025,8.1256,0.7351,606.7214,70.3952,0
count,10,pick_up_mug_006,pick_up_mug_005,10,0.1516,2.8566,23.0504,2.2922,879.2532,110.031,0
count,10,pick_up_mug_006,pick_up_mug_007,10,0.1079,2.9006,33.3781,3.0705,586.1857,63.3011,0
count,10,pick_up_mug_006,pick_up_mug_008,10,0.1693,2.8322,15.4196,1.5704,648.802,72.3849,0
count,10,pick_up_mug_007,pick_up_mug_001,10,0.1724,2.8346,0.366,0.0365,36.722,3.9666,0
count,10,pick_up_mug_007,pick_up_mug_002,10,0.1056,2.8962,0.3787,0.0903,527.8624,53.9355,0
count,10,pick_up_mug_007,pick_up_mug_003,10,0.1026,2.8975,0.348,0.0373,613.4725,66.6277,0
count,10,pick_up_mug_007,pick_up_mug_004,10,0.0899,2.9102,4.6902,0.7845,959.9754,119.8431,0
count,10,pick_up_mug_007,pick_up_mug_005,10,0.1634,2.8501,0.0,0.0,1095.0313,160.6024,0
count,10,pick_up_mug_007,pick_up_mug_006,10,0.119,2.8818,0.0,0.0,529.416,58.1882,0
count,10,pick_up_mug_007,pick_up_mug_008,10,0.1363,2.8638,48.3154,5.1091,244.399,27.4035,0
count,10,pick_up_mug_008,pick_up_mug_001,10,0.1317,2.875,6.0026,0.5129,185.973,13.02,0
count,10,pick_up_mug_008,pick_up_mug_002,10,0.1134,2.8898,3.2211,0.3299,629.3627,62.4904,0
count,10,pick_up_mug_008,pick_up_mug_003,10,0.1205,2.8846,0.0,0.0,715.7155,74.9049,0
count,10,pick_up_mug_008,pick_up_mug_004,10,0.1138,2.8874,32.2706,3.0386,1066.4161,128.64,0
count,10,pick_up_mug_008,pick_up_mug_005,10,0.1425,2.8639,19.8234,1.9066,1186.2648,169.5773,0
count,10,pick_up_mug_008,pick_up_mug_006,10,0.1527,2.8625,22.2885,2.1442,604.6651,63.8104,0
count,10,pick_up_mug_008,pick_up_mug_007,10,0.1055,2.8965,24.8549,2.3898,202.8028,21.3384,0
count,25,pick_up_mug_001,pick_up_mug_002,25,0.184,2.8261,0.0,0.0,291.5083,31.8199,0
count,25,pick_up_mug_001,pick_up_mug_003,25,0.2045,2.8057,39.2545,4.646,319.2892,38.3018,0
count,25,pick_up_mug_001,pick_up_mug_004,25,0.1774,2.8276,0.2497,0.0296,691.9397,96.835,0
count,25,pick_up_mug_001,pick_up_mug_005,25,0.3249,2.6825,17.7909,2.1278,822.7769,125.9818,0
count,25,pick_up_mug_001,pick_up_mug_006,25,0.2707,2.7394,16.4474,1.907,222.2243,27.0666,0
count,25,pick_up_mug_001,pick_up_mug_007,25,0.2322,2.7693,1.1364,0.1327,218.1788,28.8713,0
count,25,pick_up_mug_001,pick_up_mug_008,25,0.3408,2.6598,2.4555,0.3054,182.5506,19.5352,0
count,25,pick_up_mug_002,pick_up_mug_001,25,0.3626,2.6405,18.6403,1.7455,596.8584,55.3831,0
count,25,pick_up_mug_002,pick_up_mug_003,25,0.1535,2.8481,0.0,0.0,114.7661,12.63,0
count,25,pick_up_mug_002,pick_up_mug_004,25,0.146,2.8579,19.5115,1.8112,628.6043,66.0147,0
count,25,pick_up_mug_002,pick_up_mug_005,25,0.2616,2.7395,6.3394,0.6348,934.8709,104.4824,0
count,25,pick_up_mug_002,pick_up_mug_006,25,0.2024,2.8005,45.8442,4.3592,95.4639,8.558,0
count,25,pick_up_mug_002,pick_up_mug_007,25,0.146,2.8561,0.0,0.0,572.9422,54.3083,0
count,25,pick_up_mug_002,pick_up_mug_008,25,0.3528,2.6545,26.7627,2.586,636.5324,62.3998,0
count,25,pick_up_mug_003,pick_up_mug_001,25,0.3665,2.6382,17.9902,1.6301,704.9152,67.9725,0
count,25,pick_up_mug_003,pick_up_mug_002,25,0.1459,2.8557,1.0711,0.0871,120.5291,12.8555,0
count,25,pick_up_mug_003,pick_up_mug_004,25,0.1599,2.8427,43.3796,3.9539,536.4623,53.2755,0
count,25,pick_up_mug_003,pick_up_mug_005,25,0.2632,2.7426,0.0,0.0,857.2575,89.4948,0
count,25,pick_up_mug_003,pick_up_mug_006,25,0.253,2.7498,12.6729,1.168,180.8867,16.833,0
count,25,pick_up_mug_003,pick_up_mug_007,25,0.1778,2.8227,0.0155,0.0015,685.4076,66.8608,0
count,25,pick_up_mug_003,pick_up_mug_008,25,0.3258,2.677,18.0602,1.6664,723.5433,72.1585,0
count,25,pick_up_mug_004,pick_up_mug_001,25,0.3446,2.6643,0.0,0.0,999.9678,117.419,0
count,25,pick_up_mug_004,pick_up_mug_002,25,0.1804,2.8236,0.9352,0.0898,623.695,66.6114,0
count,25,pick_up_mug_004,pick_up_mug_003,25,0.1847,2.8182,0.1076,0.0128,522.9085,54.4078,0
count,25,pick_up_mug_004,pick_up_mug_005,25,0.2783,2.726,0.0,0.0,371.0179,35.7902,0
count,25,pick_up_mug_004,pick_up_mug_006,25,0.3097,2.6934,5.4808,0.4689,742.9381,82.109,0
count,25,pick_up_mug_004,pick_up_mug_007,25,0.1751,2.8286,3.0364,0.2917,1028.5926,120.6325,0
count,25,pick_up_mug_004,pick_up_mug_008,25,0.3282,2.6819,29.7584,2.8777,1065.4845,128.5199,0
count,25,pick_up_mug_005,pick_up_mug_001,25,0.3748,2.6258,0.9449,0.0899,1063.0717,144.2843,0
count,25,pick_up_mug_005,pick_up_mug_002,25,0.2531,2.7476,5.8187,0.6731,815.9954,94.52,0
count,25,pick_up_mug_005,pick_up_mug_003,25,0.2442,2.7636,4.7336,0.4784,762.3289,86.1525,0
count,25,pick_up_mug_005,pick_up_mug_004,25,0.1809,2.8319,0.0,0.0,351.2838,35.2837,0
count,25,pick_up_mug_005,pick_up_mug_006,25,0.3137,2.6939,0.8871,0.089,944.0912,119.4456,0
count,25,pick_up_mug_005,pick_up_mug_007,25,0.2463,2.7557,3.1796,0.3958,1095.9869,149.1289,0
count,25,pick_up_mug_005,pick_up_mug_008,25,0.3144,2.6927,0.0279,0.0045,1106.0169,151.6915,0
count,25,pick_up_mug_006,pick_up_mug_001,25,0.3543,2.6462,1.9497,0.1963,537.1623,56.4967,0
count,25,pick_up_mug_006,pick_up_mug_002,25,0.1903,2.8135,0.0,0.0,68.8563,4.9759,0
count,25,pick_up_mug_006,pick_up_mug_003,25,0.2318,2.7815,30.3969,2.9882,87.0253,8.7505,0
count,25,pick_up_mug_006,pick_up_mug_004,25,0.2271,2.7769,8.2454,0.7483,606.5955,70.3791,0
count,25,pick_up_mug_006,pick_up_mug_005,25,0.335,2.6732,23.0888,2.2943,879.2431,110.0287,0
count,25,pick_up_mug_006,pick_up_mug_007,25,0.2128,2.7957,33.3781,3.0705,586.1857,63.3011,0
count,25,pick_up_mug_006,pick_up_mug_008,25,0.4172,2.5843,14.3779,1.5259,648.224,72.3138,0
count,25,pick_up_mug_007,pick_up_mug_001,25,0.4132,2.5938,0.288,0.0345,36.7929,3.9697,0
count,25,pick_up_mug_007,pick_up_mug_002,25,0.219,2.7828,0.3787,0.0903,527.8624,53.9355,0
count,25,pick_up_mug_007,pick_up_mug_003,25,0.1899,2.8102,0.348,0.0373,613.4725,66.6277,0
count,25,pick_up_mug_007,pick_up_mug_004,25,0.1683,2.8318,4.6794,0.7847,959.9784,119.8436,0
count,25,pick_up_mug_007,pick_up_mug_005,25,0.3519,2.6616,0.0,0.0,1095.0313,160.6024,0
count,25,pick_up_mug_007,pick_up_mug_006,25,0.229,2.7718,0.0,0.0,529.416,58.1882,0
count,25,pick_up_mug_007,pick_up_mug_008,25,0.3061,2.6939,48.0583,5.0831,244.6485,27.4308,0
count,25,pick_up_mug_008,pick_up_mug_001,25,0.2719,2.7348,6.0026,0.5129,185.973,13.02,0
count,25,pick_up_mug_008,pick_up_mug_002,25,0.2317,2.7715,3.2335,0.3309,629.3691,62.4909,0
count,25,pick_up_mug_008,pick_up_mug_003,25,0.2386,2.7665,0.0,0.0,715.7155,74.9049,0
count,25,pick_up_mug_008,pick_up_mug_004,25,0.2379,2.7632,32.2836,3.0397,1066.4109,128.6391,0
count,25,pick_up_mug_008,pick_up_mug_005,25,0.3112,2.6952,9.3037,0.9075,1185.0361,168.5865,0
count,25,pick_up_mug_008,pick_up_mug_006,25,0.3102,2.705,22.2885,2.1442,604.6651,63.8104,0
count,25,pick_up_mug_008,pick_up_mug_007,25,0.2282,2.7738,14.484,1.4837,163.685,17.5023,0
count,50,pick_up_mug_001,pick_up_mug_002,50,0.385,2.6251,0.0,0.0,291.5083,31.8199,0
count,50,pick_up_mug_001,pick_up_mug_003,50,0.4176,2.5926,39.2545,4.646,319.2892,38.3018,0
count,50,pick_up_mug_001,pick_up_mug_004,50,0.3821,2.623,0.2497,0.0296,691.9397,96.835,0
count,50,pick_up_mug_001,pick_up_mug_005,50,0.6744,2.3331,6.8915,0.8257,827.3678,127.2754,0
count,50,pick_up_mug_001,pick_up_mug_006,50,0.5517,2.4585,13.0457,1.4809,218.5291,26.6178,0
count,50,pick_up_mug_001,pick_up_mug_007,50,0.4565,2.545,1.1364,0.1327,218.1788,28.8713,0
count,50,pick_up_mug_001,pick_up_mug_008,50,0.6796,2.321,0.0,0.0,180.3799,19.248,0
count,50,pick_up_mug_002,pick_up_mug_001,50,0.7142,2.2889,18.6403,1.7455,596.8584,55.3831,0
count,50,pick_up_mug_002,pick_up_mug_003,50,0.3139,2.6878,0.0,0.0,114.7661,12.63,0
count,50,pick_up_mug_002,pick_up_mug_004,50,0.2985,2.7054,19.5115,1.8112,628.6043,66.0147,0
count,50,pick_up_mug_002,pick_up_mug_005,50,0.5372,2.4639,6.3394,0.6348,934.8709,104.4824,0
count,50,pick_up_mug_002,pick_up_mug_006,50,0.3855,2.6174,45.8442,4.3592,95.4639,8.558,0
count,50,pick_up_mug_002,pick_up_mug_007,50,0.2824,2.7198,0.0,0.0,572.9422,54.3083,0
count,50,pick_up_mug_002,pick_up_mug_008,50,0.7467,2.2606,0.0,0.0,614.1885,59.8316,0
count,50,pick_up_mug_003,pick_up_mug_001,50,0.7391,2.2655,17.9902,1.6301,704.9152,67.9725,0
count,50,pick_up_mug_003,pick_up_mug_002,50,0.291,2.7106,1.0711,0.0871,120.5291,12.8555,0
count,50,pick_up_mug_003,pick_up_mug_004,50,0.3246,2.678,43.3796,3.9539,536.4623,53.2755,0
count,50,pick_up_mug_003,pick_up_mug_005,50,0.5138,2.492,0.0,0.0,857.2575,89.4948,0
count,50,pick_up_mug_003,pick_up_mug_006,50,0.4811,2.5217,12.6729,1.168,180.8867,16.833,0
count,50,pick_up_mug_003,pick_up_mug_007,50,0.3502,2.6504,0.0,0.0,685.4008,66.8602,0
count,50,pick_up_mug_003,pick_up_mug_008,50,0.7135,2.2894,18.0602,1.6664,723.5433,72.1585,0
count,50,pick_up_mug_004,pick_up_mug_001,50,0.6845,2.3243,0.0,0.0,999.9678,117.419,0
count,50,pick_up_mug_004,pick_up_mug_002,50,0.3577,2.6463,0.0,0.0,624.4403,66.7002,0
count,50,pick_up_mug_004,pick_up_mug_003,50,0.3654,2.6375,0.1076,0.0128,522.9085,54.4078,0
count,50,pick_up_mug_004,pick_up_mug_005,50,0.5622,2.4421,0.0,0.0,371.0179,35.7902,0
count,50,pick_up_mug_004,pick_up_mug_006,50,0.6127,2.3904,5.4808,0.4689,742.9381,82.109,0
count,50,pick_up_mug_004,pick_up_mug_007,50,0.3369,2.6668,0.6532,0.0675,1026.8936,120.2879,0
count,50,pick_up_mug_004,pick_up_mug_008,50,0.6608,2.3493,29.7627,2.8781,1065.4867,128.5203,0
count,50,pick_up_mug_005,pick_up_mug_001,50,0.7538,2.2468,0.9421,0.0896,1063.0727,144.2846,0
count,50,pick_up_mug_005,pick_up_mug_002,50,0.5056,2.4951,5.8187,0.6731,815.9954,94.52,0
count,50,pick_up_mug_005,pick_up_mug_003,50,0.4931,2.5147,0.6483,0.0647,765.2278,86.5572,0
count,50,pick_up_mug_005,pick_up_mug_004,50,0.3693,2.6435,0.0,0.0,351.2838,35.2837,0
count,50,pick_up_mug_005,pick_up_mug_006,50,0.6405,2.3671,0.8871,0.089,944.0912,119.4456,0
count,50,pick_up_mug_005,pick_up_mug_007,50,0.4812,2.5208,0.0,0.0,1095.277,148.8504,0
count,50,pick_up_mug_005,pick_up_mug_008,50,0.6601,2.347,0.0279,0.0045,1106.0169,151.6915,0
count,50,pick_up_mug_006,pick_up_mug_001,50,0.703,2.2976,1.0626,0.1067,537.9106,56.5831,0
count,50,pick_up_mug_006,pick_up_mug_002,50,0.4057,2.5981,0.0,0.0,68.8563,4.9759,0
count,50,pick_up_mug_006,pick_up_mug_003,50,0.4707,2.5426,27.5745,2.7024,89.385,9.034,0
count,50,pick_up_mug_006,pick_up_mug_004,50,0.4665,2.5375,8.2454,0.7483,606.5955,70.3791,0
count,50,pick_up_mug_006,pick_up_mug_005,50,0.6596,2.3486,0.0,0.0,866.5167,107.799,0
count,50,pick_up_mug_006,pick_up_mug_007,50,0.4205,2.5879,34.3048,3.1571,586.6049,63.3687,0
count,50,pick_up_mug_006,pick_up_mug_008,50,0.8325,2.1689,14.3684,1.5254,648.2178,72.3128,0
count,50,pick_up_mug_007,pick_up_mug_001,50,0.8145,2.1925,0.288,0.0345,36.7929,3.9697,0
