rule,param,live,demo,n_stop,elapsed_s,time_saved_s,dev_pos_mm,dev_rot_deg,abs_pos_mm,abs_rot_deg,failed
time,0.75,pick_up_mug_002,pick_up_mug_003,122,0.7527,2.249,0.0,0.0,114.7661,12.63,0
time,0.75,pick_up_mug_002,pick_up_mug_004,127,0.7501,2.2538,19.5115,1.8112,628.6043,66.0147,0
time,0.75,pick_up_mug_002,pick_up_mug_005,72,0.753,2.248,6.3394,0.6348,934.8709,104.4824,0
time,0.75,pick_up_mug_002,pick_up_mug_006,96,0.7523,2.2506,37.2726,3.5435,88.7483,7.7808,0
time,0.75,pick_up_mug_002,pick_up_mug_007,129,0.7529,2.2492,0.0,0.0,572.9422,54.3083,0
time,0.75,pick_up_mug_002,pick_up_mug_008,51,0.7592,2.2481,0.0,0.0,614.1885,59.8316,0
time,0.75,pick_up_mug_003,pick_up_mug_001,51,0.7541,2.2505,17.9902,1.6301,704.9152,67.9725,0
time,0.75,pick_up_mug_003,pick_up_mug_002,131,0.753,2.2486,0.0,0.0,120.6554,12.8697,0
time,0.75,pick_up_mug_003,pick_up_mug_004,115,0.7509,2.2517,43.3798,3.954,536.4622,53.2755,0
time,0.75,pick_up_mug_003,pick_up_mug_005,74,0.761,2.2448,0.0,0.0,857.2575,89.4948,0
time,0.75,pick_up_mug_003,pick_up_mug_006,79,0.7504,2.2524,0.0,0.0,168.3141,15.668,0
time,0.75,pick_up_mug_003,pick_up_mug_007,110,0.7547,2.2458,0.0,0.0,685.4008,66.8602,0
time,0.75,pick_up_mug_003,pick_up_mug_008,53,0.7622,2.2406,18.0602,1.6664,723.5433,72.1585,0
time,0.75,pick_up_mug_004,pick_up_mug_001,55,0.7595,2.2494,0.0,0.0,999.9678,117.419,0
time,0.75,pick_up_mug_004,pick_up_mug_002,109,0.7516,2.2524,0.0,0.0,624.4403,66.7002,0
time,0.75,pick_up_mug_004,pick_up_mug_003,109,0.7565,2.2464,0.1076,0.0128,522.9085,54.4078,0
time,0.75,pick_up_mug_004,pick_up_mug_005,70,0.7547,2.2496,0.0,0.0,371.0179,35.7902,0
time,0.75,pick_up_mug_004,pick_up_mug_006,62,0.7559,2.2471,0.0,0.0,746.4153,82.5348,0
time,0.75,pick_up_mug_004,pick_up_mug_007,107,0.7513,2.2524,1.3395,0.1299,1027.8168,120.4787,0
time,0.75,pick_up_mug_004,pick_up_mug_008,58,0.7668,2.2433,0.0,0.0,1052.6756,125.6478,0
time,0.75,pick_up_mug_005,pick_up_mug_001,50,0.7538,2.2468,0.9421,0.0896,1063.0727,144.2846,0
time,0.75,pick_up_mug_005,pick_up_mug_002,75,0.7514,2.2493,5.8187,0.6731,815.9954,94.52,0
time,0.75,pick_up_mug_005,pick_up_mug_003,78,0.7566,2.2513,0.6483,0.0647,765.2278,86.5572,0
time,0.75,pick_up_mug_005,pick_up_mug_004,105,0.7513,2.2615,0.0,0.0,351.2838,35.2837,0
time,0.75,pick_up_mug_005,pick_up_mug_006,59,0.7629,2.2447,0.8871,0.089,944.0912,119.4456,0
time,0.75,pick_up_mug_005,pick_up_mug_007,79,0.7616,2.2404,0.0,0.0,1095.277,148.8504,0
time,0.75,pick_up_mug_005,pick_up_mug_008,57,0.7589,2.2483,0.0279,0.0045,1106.0169,151.6915,0
time,0.75,pick_up_mug_006,pick_up_mug_001,54,0.7625,2.2381,1.0626,0.1067,537.9106,56.5831,0
time,0.75,pick_up_mug_006,pick_up_mug_002,90,0.7568,2.247,0.0,0.0,68.8563,4.9759,0
time,0.75,pick_up_mug_006,pick_up_mug_003,79,0.7567,2.2566,22.7714,2.2223,93.3821,9.5114,0
time,0.75,pick_up_mug_006,pick_up_mug_004,82,0.7525,2.2514,8.2781,0.7514,606.5759,70.3768,0
time,0.75,pick_up_mug_006,pick_up_mug_005,59,0.7603,2.2479,0.0,0.0,866.5167,107.799,0
time,0.75,pick_up_mug_006,pick_up_mug_007,94,0.7549,2.2536,34.3048,3.1571,586.6049,63.3687,0
time,0.75,pick_up_mug_006,pick_up_mug_008,46,0.7641,2.2373,14.3684,1.5254,648.2178,72.3128,0
time,0.75,pick_up_mug_007,pick_up_mug_001,46,0.7507,2.2564,0.288,0.0345,36.7929,3.9697,0
time,0.75,pick_up_mug_007,pick_up_mug_002,92,0.7559,2.2459,0.3787,0.0903,527.8624,53.9355,0
time,0.75,pick_up_mug_007,pick_up_mug_003,101,0.7571,2.243,0.1265,0.0154,613.5604,66.6374,0
time,0.75,pick_up_mug_007,pick_up_mug_004,119,0.753,2.2471,4.9777,0.719,959.7093,119.799,0
time,0.75,pick_up_mug_007,pick_up_mug_005,59,0.7558,2.2578,0.0,0.0,1095.0313,160.6024,0
time,0.75,pick_up_mug_007,pick_up_mug_006,89,0.7511,2.2497,0.0,0.0,529.416,58.1882,0
time,0.75,pick_up_mug_007,pick_up_mug_008,62,0.7549,2.2452,47.9951,5.0761,244.4362,27.4149,0
time,0.75,pick_up_mug_008,pick_up_mug_001,71,0.7585,2.2482,5.9858,0.5109,185.9409,13.017,0
time,0.75,pick_up_mug_008,pick_up_mug_002,88,0.7559,2.2473,0.0,0.0,626.9477,62.2225,0
time,0.75,pick_up_mug_008,pick_up_mug_003,87,0.7546,2.2505,0.0,0.0,715.7155,74.9049,0
time,0.75,pick_up_mug_008,pick_up_mug_004,87,0.7548,2.2463,32.1916,3.0323,1066.4406,128.6456,0
time,0.75,pick_up_mug_008,pick_up_mug_005,61,0.7571,2.2493,9.3037,0.9075,1185.0361,168.5865,0
time,0.75,pick_up_mug_008,pick_up_mug_006,63,0.7528,2.2624,18.7952,1.8063,601.5013,63.4727,0
time,0.75,pick_up_mug_008,pick_up_mug_007,80,0.7508,2.2512,0.0,0.0,178.1164,18.9693,0
time,1.0,pick_up_mug_001,pick_up_mug_002,132,1.0013,2.0088,0.0,0.0,291.5083,31.8199,0
time,1.0,pick_up_mug_001,pick_up_mug_003,122,1.0061,2.0041,39.3136,4.6521,319.244,38.296,0
time,1.0,pick_up_mug_001,pick_up_mug_004,133,1.0031,2.002,0.0,0.0,691.7888,96.8064,0
time,1.0,pick_up_mug_001,pick_up_mug_005,76,1.0136,1.9939,6.8915,0.8257,827.3678,127.2754,0
time,1.0,pick_up_mug_001,pick_up_mug_006,93,1.0026,2.0076,13.0457,1.4809,218.5291,26.6178,0
time,1.0,pick_up_mug_001,pick_up_mug_007,111,1.0001,2.0014,0.2809,0.0365,217.4392,28.7756,0
time,1.0,pick_up_mug_001,pick_up_mug_008,73,1.0094,1.9912,0.0,0.0,180.3799,19.248,0
time,1.0,pick_up_mug_002,pick_up_mug_001,71,1.01,1.9932,0.0,0.0,613.3605,57.1105,0
time,1.0,pick_up_mug_002,pick_up_mug_003,166,1.0049,1.9967,0.0,0.0,114.7661,12.63,0
time,1.0,pick_up_mug_002,pick_up_mug_004,173,1.0031,2.0008,19.5115,1.8112,628.6043,66.0147,0
time,1.0,pick_up_mug_002,pick_up_mug_005,96,1.0035,1.9975,6.3394,0.6348,934.8709,104.4824,0
time,1.0,pick_up_mug_002,pick_up_mug_006,126,1.0065,1.9964,37.2726,3.5435,88.7483,7.7808,0
time,1.0,pick_up_mug_002,pick_up_mug_007,174,1.0064,1.9958,0.0,0.0,572.9422,54.3083,0
time,1.0,pick_up_mug_002,pick_up_mug_008,67,1.0015,2.0058,0.0,0.0,614.1885,59.8316,0
time,1.0,pick_up_mug_003,pick_up_mug_001,68,1.0041,2.0005,17.9902,1.6301,704.9152,67.9725,0
time,1.0,pick_up_mug_003,pick_up_mug_002,176,1.0011,2.0006,0.0,0.0,120.6554,12.8697,0
time,1.0,pick_up_mug_003,pick_up_mug_004,155,1.0051,1.9975,0.0,0.0,573.631,57.1623,0
time,1.0,pick_up_mug_003,pick_up_mug_005,97,1.0007,2.0052,0.0,0.0,857.2575,89.4948,0
time,1.0,pick_up_mug_003,pick_up_mug_006,107,1.0069,1.9959,0.0,0.0,168.3141,15.668,0
time,1.0,pick_up_mug_003,pick_up_mug_007,148,1.0139,1.9867,0.0,0.0,685.4008,66.8602,0
time,1.0,pick_up_mug_003,pick_up_mug_008,69,1.0073,1.9955,18.0602,1.6664,723.5433,72.1585,0
time,1.0,pick_up_mug_004,pick_up_mug_001,73,1.0081,2.0008,0.0,0.0,999.9678,117.419,0
time,1.0,pick_up_mug_004,pick_up_mug_002,145,1.0012,2.0028,0.0,0.0,624.4403,66.7002,0
time,1.0,pick_up_mug_004,pick_up_mug_003,146,1.0022,2.0007,0.1076,0.0128,522.9085,54.4078,0
time,1.0,pick_up_mug_004,pick_up_mug_005,93,1.0011,2.0031,0.0,0.0,371.0179,35.7902,0
time,1.0,pick_up_mug_004,pick_up_mug_006,84,1.01,1.993,0.0,0.0,746.4153,82.5348,0
time,1.0,pick_up_mug_004,pick_up_mug_007,141,1.0017,2.002,1.3395,0.1299,1027.8168,120.4787,0
time,1.0,pick_up_mug_004,pick_up_mug_008,79,1.0125,1.9976,0.0,0.0,1052.6756,125.6478,0
time,1.0,pick_up_mug_005,pick_up_mug_001,67,1.0142,1.9864,0.9503,0.0903,1063.0705,144.284,0
time,1.0,pick_up_mug_005,pick_up_mug_002,103,1.0003,2.0003,17.1433,1.8,823.8124,95.7278,0
time,1.0,pick_up_mug_005,pick_up_mug_003,106,1.0071,2.0007,0.6483,0.0647,765.2278,86.5572,0
time,1.0,pick_up_mug_005,pick_up_mug_004,141,1.0069,2.0059,0.0,0.0,351.2838,35.2837,0
time,1.0,pick_up_mug_005,pick_up_mug_006,78,1.0116,1.9961,0.0324,0.0054,944.5477,119.5321,0
time,1.0,pick_up_mug_005,pick_up_mug_007,108,1.0023,1.9997,0.0,0.0,1095.277,148.8504,0
time,1.0,pick_up_mug_005,pick_up_mug_008,75,1.0077,1.9995,0.0031,0.0003,1106.0121,151.6896,0
time,1.0,pick_up_mug_006,pick_up_mug_001,70,1.002,1.9986,0.7482,0.0754,538.1815,56.6145,0
time,1.0,pick_up_mug_006,pick_up_mug_002,114,1.0009,2.003,0.0,0.0,68.8563,4.9759,0
time,1.0,pick_up_mug_006,pick_up_mug_003,104,1.0004,2.0128,0.0,0.0,112.4977,11.7321,0
time,1.0,pick_up_mug_006,pick_up_mug_004,109,1.0103,1.9937,5.7056,0.5128,608.287,70.5924,0
time,1.0,pick_up_mug_006,pick_up_mug_005,78,1.0005,2.0077,0.0,0.0,866.5167,107.799,0
time,1.0,pick_up_mug_006,pick_up_mug_007,121,1.0044,2.0041,34.8839,3.2085,586.7874,63.3984,0
time,1.0,pick_up_mug_006,pick_up_mug_008,60,1.0088,1.9926,14.3684,1.5254,648.2178,72.3128,0
time,1.0,pick_up_mug_007,pick_up_mug_001,62,1.0157,1.9914,0.0,0.0,36.9284,3.948,0
time,1.0,pick_up_mug_007,pick_up_mug_002,119,1.0037,1.9981,0.0,0.0,527.539,53.896,0
time,1.0,pick_up_mug_007,pick_up_mug_003,130,1.0041,1.9961,0.1265,0.0154,613.5604,66.6374,0
time,1.0,pick_up_mug_007,pick_up_mug_004,159,1.0038,1.9963,4.9777,0.719,959.7093,119.799,0
time,1.0,pick_up_mug_007,pick_up_mug_005,80,1.0118,2.0017,0.0,0.0,1095.0313,160.6024,0
time,1.0,pick_up_mug_007,pick_up_mug_006,117,1.0095,1.9913,0.0,0.0,529.416,58.1882,0
time,1.0,pick_up_mug_007,pick_up_mug_008,85,1.0038,1.9963,47.9951,5.0761,244.4362,27.4149,0
time,1.0,pick_up_mug_008,pick_up_mug_001,94,1.0054,2.0013,5.9858,0.5109,185.9409,13.017,0
time,1.0,pick_up_mug_008,pick_up_mug_002,115,1.003,2.0001,0.0,0.0,626.9477,62.2225,0
time,1.0,pick_up_mug_008,pick_up_mug_003,112,1.0081,1.997,0.0,0.0,715.7155,74.9049,0
time,1.0,pick_up_mug_008,pick_up_mug_004,116,1.0119,1.9893,32.1704,3.0305,1066.4486,128.6472,0
time,1.0,pick_up_mug_008,pick_up_mug_005,84,1.0117,1.9947,9.3037,0.9075,1185.0361,168.5865,0
time,1.0,pick_up_mug_008,pick_up_mug_006,87,1.0019,2.0133,13.827,1.3355,597.0854,63.0086,0
time,1.0,pick_up_mug_008,pick_up_mug_007,103,1.001,2.001,0.0,0.0,178.1164,18.9693,0
time,1.5,pick_up_mug_001,pick_up_mug_002,198,1.5043,1.5057,0.0,0.0,291.5083,31.8199,0
time,1.5,pick_up_mug_001,pick_up_mug_003,184,1.5032,1.5069,39.3154,4.6519,319.2419,38.2962,0
time,1.5,pick_up_mug_001,pick_up_mug_004,198,1.5064,1.4986,0.0,0.0,691.7888,96.8064,0
time,1.5,pick_up_mug_001,pick_up_mug_005,113,1.503,1.5045,6.8915,0.8257,827.3678,127.2754,0
time,1.5,pick_up_mug_001,pick_up_mug_006,142,1.5023,1.5079,7.5733,0.8628,200.4134,24.4576,0
time,1.5,pick_up_mug_001,pick_up_mug_007,168,1.5037,1.4979,0.2809,0.0365,217.4392,28.7756,0
time,1.5,pick_up_mug_001,pick_up_mug_008,108,1.508,1.4926,0.0,0.0,180.3799,19.248,0
time,1.5,pick_up_mug_002,pick_up_mug_001,106,1.5133,1.4898,0.0,0.0,613.3605,57.1105,0
time,1.5,pick_up_mug_002,pick_up_mug_003,251,1.5033,1.4984,0.0,0.0,114.7661,12.63,0
time,1.5,pick_up_mug_002,pick_up_mug_004,258,1.5017,1.5022,19.5115,1.8112,628.6043,66.0147,0
time,1.5,pick_up_mug_002,pick_up_mug_005,144,1.5105,1.4905,17.2205,1.6512,941.7647,105.5268,0
time,1.5,pick_up_mug_002,pick_up_mug_006,193,1.5043,1.4986,0.0,0.0,65.6466,4.5446,0
time,1.5,pick_up_mug_002,pick_up_mug_007,261,1.5042,1.498,0.0,0.0,572.9422,54.3083,0
time,1.5,pick_up_mug_002,pick_up_mug_008,102,1.5104,1.4969,0.0,0.0,614.1885,59.8316,0
time,1.5,pick_up_mug_003,pick_up_mug_001,102,1.5124,1.4922,17.5112,1.5852,705.3326,68.0179,0
time,1.5,pick_up_mug_003,pick_up_mug_002,265,1.5044,1.4973,0.0,0.0,120.6554,12.8697,0
time,1.5,pick_up_mug_003,pick_up_mug_004,233,1.5082,1.4944,0.0,0.0,573.631,57.1623,0
time,1.5,pick_up_mug_003,pick_up_mug_005,146,1.5062,1.4996,0.0,0.0,857.2575,89.4948,0
time,1.5,pick_up_mug_003,pick_up_mug_006,165,1.5029,1.4999,0.0,0.0,168.3141,15.668,0
time,1.5,pick_up_mug_003,pick_up_mug_007,224,1.5014,1.4992,0.0,0.0,685.4008,66.8602,0
time,1.5,pick_up_mug_003,pick_up_mug_008,102,1.5008,1.502,18.0602,1.6664,723.5433,72.1585,0
time,1.5,pick_up_mug_004,pick_up_mug_001,108,1.5008,1.5081,0.0,0.0,999.9678,117.419,0
time,1.5,pick_up_mug_004,pick_up_mug_002,220,1.5024,1.5015,0.0,0.0,624.4403,66.7002,0
time,1.5,pick_up_mug_004,pick_up_mug_003,222,1.5034,1.4995,0.1076,0.0128,522.9085,54.4078,0
time,1.5,pick_up_mug_004,pick_up_mug_005,138,1.5116,1.4926,0.0,0.0,371.0179,35.7902,0
time,1.5,pick_up_mug_004,pick_up_mug_006,124,1.5044,1.4987,0.0,0.0,746.4153,82.5348,0
time,1.5,pick_up_mug_004,pick_up_mug_007,219,1.5007,1.503,1.3395,0.1299,1027.8168,120.4787,0
time,1.5,pick_up_mug_004,pick_up_mug_008,115,1.5046,1.5055,0.0,0.0,1052.6756,125.6478,0
time,1.5,pick_up_mug_005,pick_up_mug_001,99,1.5016,1.4989,0.0,0.0,1063.3568,144.3713,0
time,1.5,pick_up_mug_005,pick_up_mug_002,157,1.5047,1.4959,0.0,0.0,812.7315,93.9982,0
time,1.5,pick_up_mug_005,pick_up_mug_003,160,1.5043,1.5035,0.6483,0.0647,765.2278,86.5572,0
time,1.5,pick_up_mug_005,pick_up_mug_004,212,1.5026,1.5102,0.0,0.0,351.2838,35.2837,0
time,1.5,pick_up_mug_005,pick_up_mug_006,115,1.5036,1.504,0.0324,0.0054,944.5477,119.5321,0
time,1.5,pick_up_mug_005,pick_up_mug_007,162,1.5011,1.5009,0.0,0.0,1095.277,148.8504,0
time,1.5,pick_up_mug_005,pick_up_mug_008,110,1.509,1.4982,0.0031,0.0003,1106.0121,151.6896,0
time,1.5,pick_up_mug_006,pick_up_mug_001,105,1.5106,1.49,5.9937,0.5825,543.6628,57.2412,0
time,1.5,pick_up_mug_006,pick_up_mug_002,171,1.5027,1.5011,0.0,0.0,68.8563,4.9759,0
time,1.5,pick_up_mug_006,pick_up_mug_003,154,1.5039,1.5094,0.0,0.0,112.4977,11.7321,0
time,1.5,pick_up_mug_006,pick_up_mug_004,163,1.5089,1.4951,2.8934,0.2421,610.3903,70.8621,0
time,1.5,pick_up_mug_006,pick_up_mug_005,117,1.5127,1.4955,0.0,0.0,866.5167,107.799,0
time,1.5,pick_up_mug_006,pick_up_mug_007,182,1.5035,1.505,34.8839,3.2085,586.7874,63.3984,0
time,1.5,pick_up_mug_006,pick_up_mug_008,90,1.5094,1.492,14.3684,1.5254,648.2178,72.3128,0
time,1.5,pick_up_mug_007,pick_up_mug_001,92,1.503,1.5041,0.0,0.0,36.9284,3.948,0
time,1.5,pick_up_mug_007,pick_up_mug_002,182,1.5047,1.4971,0.0,0.0,527.539,53.896,0
time,1.5,pick_up_mug_007,pick_up_mug_003,203,1.5161,1.484,0.1079,0.0134,613.5679,66.6383,0
time,1.5,pick_up_mug_007,pick_up_mug_004,237,1.5036,1.4965,4.9777,0.719,959.7093,119.799,0
time,1.5,pick_up_mug_007,pick_up_mug_005,118,1.505,1.5085,0.0,0.0,1095.0313,160.6024,0
time,1.5,pick_up_mug_007,pick_up_mug_006,177,1.5059,1.4949,0.0,0.0,529.416,58.1882,0
time,1.5,pick_up_mug_007,pick_up_mug_008,125,1.5019,1.4982,34.0378,3.6253,257.8362,28.8548,0
time,1.5,pick_up_mug_008,pick_up_mug_001,138,1.503,1.5037,5.9991,0.5126,185.9722,13.02,0
time,1.5,pick_up_mug_008,pick_up_mug_002,172,1.5061,1.4971,0.0,0.0,626.9477,62.2225,0
time,1.5,pick_up_mug_008,pick_up_mug_003,169,1.5005,1.5046,0.0,0.0,715.7155,74.9049,0
time,1.5,pick_up_mug_008,pick_up_mug_004,170,1.5014,1.4998,0.0,0.0,1080.0128,131.6659,0
time,1.5,pick_up_mug_008,pick_up_mug_005,125,1.5118,1.4947,0.0,0.0,1183.8234,167.681,0
time,1.5,pick_up_mug_008,pick_up_mug_006,129,1.5051,1.5101,2.2578,0.2258,586.5954,61.8991,0
time,1.5,pick_up_mug_008,pick_up_mug_007,155,1.5046,1.4974,0.0,0.0,178.1164,18.9693,0
time,2.0,pick_up_mug_001,pick_up_mug_002,266,2.0048,1.0052,0.0,0.0,291.5083,31.8199,0
time,2.0,pick_up_mug_001,pick_up_mug_003,246,2.0147,0.9955,0.0,0.0,354.5295,42.9147,0
time,2.0,pick_up_mug_001,pick_up_mug_004,265,2.0023,1.0028,0.0,0.0,691.7888,96.8064,0
time,2.0,pick_up_mug_001,pick_up_mug_005,152,2.008,0.9994,0.0,0.0,830.2266,128.0946,0
time,2.0,pick_up_mug_001,pick_up_mug_006,191,2.0054,1.0048,7.5733,0.8628,200.4134,24.4576,0
time,2.0,pick_up_mug_001,pick_up_mug_007,226,2.01,0.9915,3.3366,0.3435,219.5955,29.0368,0
time,2.0,pick_up_mug_001,pick_up_mug_008,144,2.0106,0.99,0.0,0.0,180.3799,19.248,0
time,2.0,pick_up_mug_002,pick_up_mug_001,141,2.0097,0.9934,0.0,0.0,613.3605,57.1105,0
time,2.0,pick_up_mug_002,pick_up_mug_003,334,2.0018,0.9998,0.0,0.0,114.7661,12.63,0
time,2.0,pick_up_mug_002,pick_up_mug_004,344,2.0024,1.0015,0.0,0.0,644.101,67.7603,0
time,2.0,pick_up_mug_002,pick_up_mug_005,189,2.0026,0.9985,17.2205,1.6512,941.7647,105.5268,0
time,2.0,pick_up_mug_002,pick_up_mug_006,262,2.0031,0.9998,0.0,0.0,65.6466,4.5446,0
time,2.0,pick_up_mug_002,pick_up_mug_007,345,2.0027,0.9995,0.0,0.0,572.9422,54.3083,0
time,2.0,pick_up_mug_002,pick_up_mug_008,138,2.0065,1.0008,0.0,0.0,614.1885,59.8316,0
time,2.0,pick_up_mug_003,pick_up_mug_001,136,2.0047,0.9999,0.0,0.0,719.5801,69.5581,0
time,2.0,pick_up_mug_003,pick_up_mug_002,355,2.0007,1.001,0.0,0.0,120.6554,12.8697,0
time,2.0,pick_up_mug_003,pick_up_mug_004,310,2.0016,1.0009,0.0,0.0,573.631,57.1623,0
time,2.0,pick_up_mug_003,pick_up_mug_005,195,2.0035,1.0023,0.0,0.0,857.2575,89.4948,0
time,2.0,pick_up_mug_003,pick_up_mug_006,222,2.0061,0.9967,0.0,0.0,168.3141,15.668,0
time,2.0,pick_up_mug_003,pick_up_mug_007,297,2.0043,0.9962,0.0,0.0,685.4008,66.8602,0
time,2.0,pick_up_mug_003,pick_up_mug_008,137,2.0147,0.9882,18.0602,1.6664,723.5433,72.1585,0
time,2.0,pick_up_mug_004,pick_up_mug_001,144,2.0017,1.0072,0.0,0.0,999.9678,117.419,0
time,2.0,pick_up_mug_004,pick_up_mug_002,293,2.0004,1.0036,0.0,0.0,624.4403,66.7002,0
time,2.0,pick_up_mug_004,pick_up_mug_003,296,2.0029,1.0,0.1076,0.0128,522.9085,54.4078,0
time,2.0,pick_up_mug_004,pick_up_mug_005,184,2.0068,0.9974,0.0,0.0,371.0179,35.7902,0
time,2.0,pick_up_mug_004,pick_up_mug_006,166,2.0096,0.9935,0.0,0.0,746.4153,82.5348,0
time,2.0,pick_up_mug_004,pick_up_mug_007,288,2.0016,1.0021,1.3395,0.1299,1027.8168,120.4787,0
time,2.0,pick_up_mug_004,pick_up_mug_008,150,2.0024,1.0077,0.0,0.0,1052.6756,125.6478,0
time,2.0,pick_up_mug_005,pick_up_mug_001,132,2.0084,0.9922,0.0,0.0,1063.3568,144.3713,0
time,2.0,pick_up_mug_005,pick_up_mug_002,213,2.0107,0.99,0.0,0.0,812.7315,93.9982,0
time,2.0,pick_up_mug_005,pick_up_mug_003,215,2.008,0.9998,0.0,0.0,765.6811,86.6219,0
time,2.0,pick_up_mug_005,pick_up_mug_004,282,2.0011,1.0117,0.0,0.0,351.2838,35.2837,0
time,2.0,pick_up_mug_005,pick_up_mug_006,153,2.0093,0.9983,0.0324,0.0054,944.5477,119.5321,0
time,2.0,pick_up_mug_005,pick_up_mug_007,217,2.0085,0.9935,0.0,0.0,1095.277,148.8504,0
time,2.0,pick_up_mug_005,pick_up_mug_008,145,2.0107,0.9965,0.0,0.0,1106.0124,151.6897,0
time,2.0,pick_up_mug_006,pick_up_mug_001,138,2.0104,0.9902,5.9937,0.5825,543.6628,57.2412,0
time,2.0,pick_up_mug_006,pick_up_mug_002,227,2.0034,1.0005,0.0,0.0,68.8563,4.9759,0
time,2.0,pick_up_mug_006,pick_up_mug_003,204,2.0013,1.012,0.0,0.0,112.4977,11.7321,0
time,2.0,pick_up_mug_006,pick_up_mug_004,219,2.0051,0.9988,0.0,0.0,611.77,71.0408,0
time,2.0,pick_up_mug_006,pick_up_mug_005,155,2.0056,1.0026,0.0,0.0,866.5167,107.799,0
time,2.0,pick_up_mug_006,pick_up_mug_007,244,2.0014,1.007,0.0,0.0,567.7832,61.1442,0
time,2.0,pick_up_mug_006,pick_up_mug_008,118,2.0087,0.9927,14.3684,1.5254,648.2178,72.3128,0
time,2.0,pick_up_mug_007,pick_up_mug_001,123,2.0111,0.996,0.0,0.0,36.9284,3.948,0
time,2.0,pick_up_mug_007,pick_up_mug_002,244,2.0065,0.9953,0.0,0.0,527.539,53.896,0
time,2.0,pick_up_mug_007,pick_up_mug_003,271,2.0029,0.9973,0.0,0.0,613.6117,66.6443,0
time,2.0,pick_up_mug_007,pick_up_mug_004,310,2.0041,0.996,0.0,0.0,960.5573,119.9679,0
time,2.0,pick_up_mug_007,pick_up_mug_005,156,2.0059,1.0076,0.0,0.0,1095.0313,160.6024,0
time,2.0,pick_up_mug_007,pick_up_mug_006,235,2.0056,0.9952,0.0,0.0,529.416,58.1882,0
time,2.0,pick_up_mug_007,pick_up_mug_008,167,2.0066,0.9934,34.0378,3.6253,257.8362,28.8548,0
time,2.0,pick_up_mug_008,pick_up_mug_001,188,2.001,1.0057,1.1058,0.1003,183.3601,12.7174,0
time,2.0,pick_up_mug_008,pick_up_mug_002,231,2.0009,1.0023,0.0,0.0,626.9477,62.2225,0
time,2.0,pick_up_mug_008,pick_up_mug_003,227,2.0036,1.0015,0.0,0.0,715.7155,74.9049,0
time,2.0,pick_up_mug_008,pick_up_mug_004,227,2.0075,0.9936,0.0,0.0,1080.0128,131.6659,0
time,2.0,pick_up_mug_008,pick_up_mug_005,166,2.0072,0.9993,0.0,0.0,1183.8234,167.681,0
time,2.0,pick_up_mug_008,pick_up_mug_006,174,2.0005,1.0147,0.3718,0.036,584.8601,61.712,0
time,2.0,pick_up_mug_008,pick_up_mug_007,205,2.0045,0.9975,0.0,0.0,178.1164,18.9693,0
time,3.0,pick_up_mug_001,pick_up_mug_002,407,3.01,0.0,0.0,0.0,291.5083,31.8199,0
time,3.0,pick_up_mug_001,pick_up_mug_003,370,3.0102,0.0,0.0,0.0,354.5295,42.9147,0
time,3.0,pick_up_mug_001,pick_up_mug_004,406,3.0051,0.0,0.0,0.0,691.7888,96.8064,0
time,3.0,pick_up_mug_001,pick_up_mug_005,231,3.0075,0.0,0.0,0.0,830.2266,128.0946,0
time,3.0,pick_up_mug_001,pick_up_mug_006,291,3.0101,0.0,0.0,0.0,207.0186,25.289,0
time,3.0,pick_up_mug_001,pick_up_mug_007,341,3.0015,0.0,0.0,0.0,217.2055,28.7452,0
time,3.0,pick_up_mug_001,pick_up_mug_008,218,3.0006,0.0,0.0,0.0,180.3799,19.248,0
time,3.0,pick_up_mug_002,pick_up_mug_001,210,3.0031,0.0,0.0,0.0,613.3605,57.1105,0
time,3.0,pick_up_mug_002,pick_up_mug_003,500,3.0017,0.0,0.0,0.0,114.7661,12.63,0
time,3.0,pick_up_mug_002,pick_up_mug_004,514,3.0039,0.0,0.0,0.0,644.101,67.7603,0
time,3.0,pick_up_mug_002,pick_up_mug_005,285,3.001,0.0,0.0,0.0,930.7891,103.8849,0
time,3.0,pick_up_mug_002,pick_up_mug_006,395,3.0029,0.0,0.0,0.0,65.6466,4.5446,0
time,3.0,pick_up_mug_002,pick_up_mug_007,515,3.0022,0.0,0.0,0.0,572.9422,54.3083,0
time,3.0,pick_up_mug_002,pick_up_mug_008,207,3.0073,0.0,0.0,0.0,614.1885,59.8316,0
time,3.0,pick_up_mug_003,pick_up_mug_001,203,3.0046,0.0,0.0,0.0,719.5801,69.5581,0
time,3.0,pick_up_mug_003,pick_up_mug_002,528,3.0017,0.0,0.0,0.0,120.6554,12.8697,0
time,3.0,pick_up_mug_003,pick_up_mug_004,464,3.0026,0.0,0.0,0.0,573.631,57.1623,0
time,3.0,pick_up_mug_003,pick_up_mug_005,293,3.0058,0.0,0.0,0.0,857.2575,89.4948,0
time,3.0,pick_up_mug_003,pick_up_mug_006,328,3.0028,0.0,0.0,0.0,168.3141,15.668,0
time,3.0,pick_up_mug_003,pick_up_mug_007,443,3.0006,0.0,0.0,0.0,685.4008,66.8602,0
time,3.0,pick_up_mug_003,pick_up_mug_008,204,3.0028,0.0,0.0,0.0,709.2067,70.4963,0
time,3.0,pick_up_mug_004,pick_up_mug_001,217,3.0089,0.0,0.0,0.0,999.9678,117.419,0
time,3.0,pick_up_mug_004,pick_up_mug_002,438,3.004,0.0,0.0,0.0,624.4403,66.7002,0
